conm,cusip,cusip9digit,gvkey,id1,loc,ticker
A PLUS NETWORK INC,00203310,002033108,28782,93,USA,ACOM.
A S V INC,00196310,001963107,30584,94,USA,ASVI
A PLUS NETWORK INC,00203310,002033108,28782,93,USA,ACOM.
A PLUS NETWORK INC,00203310,002033108,28782,93,USA,ACOM.
A PEA IN THE POD INC,00193610,001936103,28898,92,USA,APOD
A PEA IN THE POD INC,00193610,001936103,28898,92,USA,APOD
A S V INC,00196310,001963107,30584,94,USA,ASVI
A PEA IN THE POD INC,00193610,001936103,28898,92,USA,APOD
A S V INC,00196310,001963107,30584,94,USA,ASVI
A-1 GROUP INC,03740J10,03740J107,185392,98,USA,AWON
A.C. MOORE ARTS & CRAFTS INC,00086T10,00086T103,65569,97,USA,ACMR.1
A-1 GROUP INC,03740J10,03740J107,185392,98,USA,AWON
A21 GROUP INC,00218410,002184109,125582,101,USA,ATWOQ
A21 GROUP INC,00218410,002184109,125582,101,USA,ATWOQ
A21 GROUP INC,00218410,002184109,125582,101,USA,ATWOQ
AAC HOLDINGS INC,00030710,000307108,178698,102,USA,AACH
AAI FOSTERGRANT INC,00035P93,00035P939,128178,103,USA,9860B
AAI FOSTERGRANT INC,00035P93,00035P939,128178,103,USA,9860B
AAM LOW DUR PREF IN SEC ETF,26922A19,26922A198,35878,105,USA,PFLD
AAM LOW DUR PREF IN SEC ETF,26922A19,26922A198,35878,105,USA,PFLD
AAM LOW DUR PREF IN SEC ETF,26922A19,26922A198,35878,105,USA,PFLD
AAM S&P 500 HIGH DIV VAL ETF,26922A59,26922A594,32765,106,USA,SPDV
AAM S&P DEVPD MRK HG DIV ETF,26922A34,26922A347,33419,107,USA,DMDV
AAM S&P EMRG MRKT HI DIV ETF,26922A58,26922A586,32766,108,USA,EEMD
AAM S&P 500 HIGH DIV VAL ETF,26922A59,26922A594,32765,106,USA,SPDV
AAM S&P 500 HIGH DIV VAL ETF,26922A59,26922A594,32765,106,USA,SPDV
AAMES INVESTMENT CORP,00253G10,00253G108,24746,109,USA,AIC.3
AAM S&P EMRG MRKT HI DIV ETF,26922A58,26922A586,32766,108,USA,EEMD
AAMES INVESTMENT CORP-OLD,00299Y94,00299Y949,264711,110,USA,AIC.1
AAM S&P EMRG MRKT HI DIV ETF,26922A58,26922A586,32766,108,USA,EEMD
AAM S&P DEVPD MRK HG DIV ETF,26922A34,26922A347,33419,107,USA,DMDV
AAM S&P DEVPD MRK HG DIV ETF,26922A34,26922A347,33419,107,USA,DMDV
AAMPRO GROUP INC,00253220,002532208,141023,111,USA,APGO
AAMPRO GROUP INC,00253220,002532208,141023,111,USA,APGO
AAMPRO GROUP INC,00253220,002532208,141023,111,USA,APGO
AAVID THERMAL TECHNOLOGIES,00253900,002539005,61922,115,USA,ANSS1
ABACAN RESOURCE CORP,00291910,002919108,26431,117,USA,ABACQ
ABACUS DIRECT CORP,00255310,002553105,63653,118,USA,ABDR.1
ABAKAN INC,00258J10,00258J107,178152,119,USA,ABKI
ABATIX CORP,00256410,002564102,15359,120,USA,ABIX
ABAZIAS INC,00256K20,00256K205,64827,122,USA,3ABZA
ABAZIAS INC,00256K20,00256K205,64827,122,USA,3ABZA
ABAKAN INC,00258J10,00258J107,178152,119,USA,ABKI
ABBY INC,00287T30,00287T308,12645,126,USA,ABBY
ABC DISPENSING TECHNOLOGIES,48280510,482805108,9570,127,USA,KWGI
ABCO MARKETS INC,00288010,002880102,15433,130,USA,6020B
ABC FAMILY WORLDWIDE INC,35138B93,35138B932,146314,128,USA,0179B
ABC FAMILY WORLDWIDE INC,35138B93,35138B932,146314,128,USA,0179B
ABCO MARKETS INC,00288010,002880102,15433,130,USA,6020B
ABCO MARKETS INC,00288010,002880102,15433,130,USA,6020B
ABERDEEN ST BL WTI CRUD -ETF,00326150,003261500,30763,133,USA,AOIL
ABERDEEN STANDRD BLMBRG -ETF,00326120,003261203,30766,134,USA,BCD
ABERDEEN ST BL WTI CRUD -ETF,00326150,003261500,30763,133,USA,AOIL
ABERDEEN STANDRD BLMBRG -ETF,00326120,003261203,30766,134,USA,BCD
ABERDEEN ST BL WTI CRUD -ETF,00326150,003261500,30763,133,USA,AOIL
ABERDEEN STANDRD BLMBRG -ETF,00326120,003261203,30766,134,USA,BCD
ABERDEEN STNDRD BLM ALL -ETF,00326110,003261104,30761,135,USA,BCI
ABERDEEN STNDRD BLM ALL -ETF,00326110,003261104,30761,135,USA,BCI
ABERDEEN STNDRD PHS PLT -ETF,00326010,003260106,184097,136,USA,PPLT
ABERDEEN STNDRD BLM ALL -ETF,00326110,003261104,30761,135,USA,BCI
ABERDEEN STNDRD PHS PLT -ETF,00326010,003260106,184097,136,USA,PPLT
ABERDEEN STNDRD PHS SLR -ETF,00326410,003264108,183303,137,USA,SIVR
ABERDEEN STNDRD PHS SLR -ETF,00326410,003264108,183303,137,USA,SIVR
ABERDEEN STNDRD PHY PAL -ETF,00326210,003262102,184098,138,USA,PALL
ABERDEEN STNDRD PHY PAL -ETF,00326210,003262102,184098,138,USA,PALL
ABERDEEN STNDRD PHY PRC -ETF,00326310,003263100,185775,139,USA,GLTR
ABERDEEN STNDRD PHY PRC -ETF,00326310,003263100,185775,139,USA,GLTR
ABEX INC,00338710,003387107,15277,140,USA,ABE.2
ABEX INC,00338710,003387107,15277,140,USA,ABE.2
ABF FREIGHT SYSTEM INC,00099Y00,00099Y008,15456,141,USA,6045A
ABF FREIGHT SYSTEM INC,00099Y00,00099Y008,15456,141,USA,6045A
ABF FREIGHT SYSTEM INC,00099Y00,00099Y008,15456,141,USA,6045A
ABEX INC,00338710,003387107,15277,140,USA,ABE.2
ABINGTON BANCORP INC,00350L10,00350L109,160657,144,USA,ABBC
ABINGTON BANCORP INC-OLD,00350P10,00350P100,16605,145,USA,ABBK
ABLEST INC,00371W10,00371W100,5569,150,USA,AIH.2
ABOVE TECHNOLOGIES INC,00373830,003738309,22553,153,USA,3ABVE
ABOVE TECHNOLOGIES INC,00373830,003738309,22553,153,USA,3ABVE
ABOVE TECHNOLOGIES INC,00373830,003738309,22553,153,USA,3ABVE
ABOVENET COMMUNICATIONS INC,00374310,003743101,116606,154,USA,ABOV
ABPRO CORP -REDH,00085010,000850107,33464,156,USA,ABP
ABOVENET COMMUNICATIONS INC,00374310,003743101,116606,154,USA,ABOV
ABPRO CORP -REDH,00085010,000850107,33464,156,USA,ABP
ABRAXAS ENERGY PARTNERS-REDH,00382710,003827102,179435,158,USA,ABE.1
ABPRO CORP -REDH,00085010,000850107,33464,156,USA,ABP
ABRAXAS ENERGY PARTNERS-REDH,00382710,003827102,179435,158,USA,ABE.1
ABRAXAS ENERGY PARTNERS-REDH,00382710,003827102,179435,158,USA,ABE.1
ABRAXIS BIOSCIENCE INC,00383Y10,00383Y102,178855,160,USA,ABII
ABOVENET COMMUNICATIONS INC,00374310,003743101,116606,154,USA,ABOV
ABS INDUSTRIES INC,00078110,000781104,1009,161,USA,ABSI
ABS INDUSTRIES INC,00078110,000781104,1009,161,USA,ABSI
ABSOLUTE ENTERTAINMENT INC,00386310,003863107,28199,162,USA,ABSO
ABSOLUTE ENTERTAINMENT INC,00386310,003863107,28199,162,USA,ABSO
ABSOLUTE POTENTIAL INC,00388N10,00388N101,64483,163,USA,ABLP
ABSOLUTE POTENTIAL INC,00388N10,00388N101,64483,163,USA,ABLP
ABSOLUTE ENTERTAINMENT INC,00386310,003863107,28199,162,USA,ABSO
ACA JOE INC,00387030,003870300,1083,167,USA,3ACAJC
ACACIA COMMUNICATIONS INC,00401C10,00401C108,26722,168,USA,ACIA
ABT BUILDING PRODUCTS CORP,00078210,000782102,28521,164,USA,ABTC
ACA JOE INC,00387030,003870300,1083,167,USA,3ACAJC
ACA JOE INC,00387030,003870300,1083,167,USA,3ACAJC
ACC CONSUMER FINANCE CORP,00079H10,00079H108,62873,177,USA,ACCI.1
ACADIANA BANCSHARES INC/LA,00428010,004280103,63258,175,USA,ANA.3
ACAMAR PARTNERS ACQUISITION,00428510,004285102,34615,176,USA,ACAM
ACAMAR PARTNERS ACQUISITION,00428510,004285102,34615,176,USA,ACAM
ACCELERON PHARMA INC,00434H10,00434H108,18510,183,USA,XLRN
ACCELERATED PHARMA INC -REDH,00434Y10,00434Y101,29003,182,USA,ACCP
ACCELGRAPHICS INC,00430P10,00430P104,64603,184,USA,ACCL.
ACCELERATED PHARMA INC -REDH,00434Y10,00434Y101,29003,182,USA,ACCP
ACCELERATED PHARMA INC -REDH,00434Y10,00434Y101,29003,182,USA,ACCP
ACCELGRAPHICS INC,00430P10,00430P104,64603,184,USA,ACCL.
ACCELLENT INC,00499X93,00499X931,162928,185,USA,5298B
ACCELLENT INC,00499X93,00499X931,162928,185,USA,5298B
ACCENT OPTICAL TECH INC-REDH,00430N99,00430N992,264671,189,USA,AXNT
ACCENT OPTICAL TECH INC-REDH,00430N99,00430N992,264671,189,USA,AXNT
ACCENT OPTICAL TECH INC-REDH,00430N99,00430N992,264671,189,USA,AXNT
ACCESS ANYTIME BANCORP INC,00431F10,00431F105,16855,192,USA,AABC
ACCESS BEYOND INC,00431W10,00431W108,8461,193,USA,ACCB
ACCESS HEALTH INC,00431L10,00431L102,24948,195,USA,ACCS.1
ACCESS HEALTHNET INC,00431530,004315305,25142,196,USA,3AHNT
ACCESS HEALTHNET INC,00431530,004315305,25142,196,USA,3AHNT
ACCESS HEALTHNET INC,00431530,004315305,25142,196,USA,3AHNT
ACCESS MIDSTREAM PARTNERS LP,00434L10,00434L109,184321,197,USA,ACMP
ACCESS MIDSTREAM PARTNERS LP,00434L10,00434L109,184321,197,USA,ACMP
ACCESS CORP,00431210,004312104,1090,194,USA,1416B
ACCESS POWER INC,00431N10,00431N108,66119,200,USA,ACCR
ACCESS CORP,00431210,004312104,1090,194,USA,1416B
ACCESS SOLUTIONS INTL INC,00431710,004317103,63788,201,USA,ASIC.
ACCESS POWER INC,00431N10,00431N108,66119,200,USA,ACCR
ACCESS WORLDWIDE CMMNCTNS,00431910,004319109,66454,203,USA,AWWC
ACCESS WORLDWIDE CMMNCTNS,00431910,004319109,66454,203,USA,AWWC
ACCESS WORLDWIDE CMMNCTNS,00431910,004319109,66454,203,USA,AWWC
ACCESSPOINT CORP,00432T10,00432T104,119293,205,USA,ASAP
ACCLARENT INC -REDH,00499Z92,00499Z928,180230,207,USA,0505B
ACCLARENT INC -REDH,00499Z92,00499Z928,180230,207,USA,0505B
ACCLARENT INC -REDH,00499Z92,00499Z928,180230,207,USA,0505B
ACCOLADE INC -REDH,00499H93,00499H936,36263,209,USA,ACCD
ACCOLADE INC -REDH,00499H93,00499H936,36263,209,USA,ACCD
ACCOLADE INC -REDH,00499H93,00499H936,36263,209,USA,ACCD
ACCORD NETWORKS LTD,M0169010,M01690102,137410,211,USA,ACCD.1
ACCORD NETWORKS LTD,M0169010,M01690102,137410,211,USA,ACCD.1
ACCPAC INTERNATIONAL -REDH,00435410,004354106,152009,212,USA,3ACPC.1
ACCPAC INTERNATIONAL -REDH,00435410,004354106,152009,212,USA,3ACPC.1
ACCPAC INTERNATIONAL -REDH,00435410,004354106,152009,212,USA,3ACPC.1
ACCORD NETWORKS LTD,M0169010,M01690102,137410,211,USA,ACCD.1
ACCREDITED HOME LENDERS HOLDING,00437P10,00437P107,150024,213,USA,LEND.1
ACCUFACTS PRE-EMPLOYMENT SCR,00437U10,00437U106,111931,216,USA,APES
ACCUGRAPH CORP  -CL A,00438E30,00438E309,14056,217,USA,ACCUF
ACCUHEALTH INC,00438010,004380101,14953,218,USA,AHLHQ
ACCUMED INTERNATIONAL INC,00438330,004383303,26006,219,USA,3ACMI.
ACCUGRAPH CORP  -CL A,00438E30,00438E309,14056,217,USA,ACCUF
ACCUGRAPH CORP  -CL A,00438E30,00438E309,14056,217,USA,ACCUF
ACCURO HEALTHCARE INC-REDH,00439N10,00439N100,179412,222,USA,ACCU.1
ACCUSHARES SPOT CBOE VIX UP,00439V77,00439V771,24001,224,USA,VXUP
ACCUSHARES SPOT CBOE VIX UP,00439V77,00439V771,24001,224,USA,VXUP
ACE COMM CORP,00440410,004404109,63470,226,USA,3ACEC
ACCURO HEALTHCARE INC-REDH,00439N10,00439N100,179412,222,USA,ACCU.1
ACCURO HEALTHCARE INC-REDH,00439N10,00439N100,179412,222,USA,ACCU.1
ACCUSHARES SPOT CBOE VIX UP,00439V77,00439V771,24001,224,USA,VXUP
ACE HARDWARE CORP,00499Y93,00499Y939,1107,227,USA,2675B
ACELITY HOLDINGS INC -REDH,00499O93,00499O931,14555,228,USA,9566B
ACELITY HOLDINGS INC -REDH,00499O93,00499O931,14555,228,USA,9566B
ACCUSHARES SPOT CBOE VIX DWN,00439V76,00439V763,23998,223,USA,VXDN
ACCUSHARES SPOT CBOE VIX DWN,00439V76,00439V763,23998,223,USA,VXDN
ACCUSHARES SPOT CBOE VIX DWN,00439V76,00439V763,23998,223,USA,VXDN
ACELITY HOLDINGS INC -REDH,00499O93,00499O931,14555,228,USA,9566B
ACF INDUSTRIES HOLDING CORP,00099V00,00099V004,1010,232,USA,4165A
ACF INDUSTRIES HOLDING CORP,00099V00,00099V004,1010,232,USA,4165A
ACG HOLDINGS INC,02599Y94,02599Y942,128718,233,USA,9891B
ACF INDUSTRIES HOLDING CORP,00099V00,00099V004,1010,232,USA,4165A
ACHAOGEN INC,00444910,004449104,19718,234,USA,AKAOQ
ACG HOLDINGS INC,02599Y94,02599Y942,128718,233,USA,9891B
ACI TELECENTRICS INC,00098110,000981100,63826,236,USA,ACIT
ACIES CORP,00450720,004507208,149939,238,USA,ACIE
ACIES CORP,00450720,004507208,149939,238,USA,ACIE
ACLARIS THERAPEUTICS INC,00461U10,00461U105,25904,241,USA,ACRS
ACLARA BIOSCIENCES INC,00461P10,00461P106,133164,240,USA,ACLA
ACM GOVT SECURITIES,00091410,000914101,14683,242,USA,GSF.1
ACM GVT OPPORTUNITY FD,00091810,000918102,15365,243,USA,AOF.1
ACM GVT OPPORTUNITY FD,00091810,000918102,15365,243,USA,AOF.1
ACM GVT SPECTRUM FUND,00091710,000917104,14778,244,USA,SI.2
ACM GOVT SECURITIES,00091410,000914101,14683,242,USA,GSF.1
ACM GOVT SECURITIES,00091410,000914101,14683,242,USA,GSF.1
ACM GVT SPECTRUM FUND,00091710,000917104,14778,244,USA,SI.2
ACM GVT OPPORTUNITY FD,00091810,000918102,15365,243,USA,AOF.1
ACM GVT SPECTRUM FUND,00091710,000917104,14778,244,USA,SI.2
ACM MANAGED DLR INCOME FD,00094910,000949107,29048,245,USA,ADF.1
ACM MANAGED DLR INCOME FD,00094910,000949107,29048,245,USA,ADF.1
ACM MANAGED INCOME FUND,00091910,000919100,15366,246,USA,AMF
ACM MANAGED MULTI-MKT TR INC,00092810,000928101,20207,247,USA,MMF.1
ACM MANAGED MULTI-MKT TR INC,00092810,000928101,20207,247,USA,MMF.1
ACM MANAGED DLR INCOME FD,00094910,000949107,29048,245,USA,ADF.1
ACM MANAGED MULTI-MKT TR INC,00092810,000928101,20207,247,USA,MMF.1
ACM MUN SEC INCOME FUND INC,00094210,000942102,28175,248,USA,AMU.1
ACME COMMUNICATIONS INC,00463110,004631107,124374,251,USA,ACME
ACME ELECTRIC CORP,00464410,004644100,1099,252,USA,ACEE
ACM RESEARCH INC,00108J10,00108J109,32638,249,USA,ACMR
ACME INTERMEDIATE HOLDING LLC,00470193,004701934,126895,253,USA,9827B
ACME INTERMEDIATE HOLDING LLC,00470193,004701934,126895,253,USA,9827B
ACME METALS INC,00472410,004724100,12569,254,USA,AMIIQ
ACME PACKET INC,00476410,004764106,175111,255,USA,APKT
ACME TELEVISION LLC,00481293,004812939,148729,256,USA,0326B
ACME TELEVISION LLC,00481293,004812939,148729,256,USA,0326B
ACME-CLEVELAND CORP,00462610,004626107,1098,258,USA,AMT.1
ACME-CLEVELAND CORP,00462610,004626107,1098,258,USA,AMT.1
ACME-CLEVELAND CORP,00462610,004626107,1098,258,USA,AMT.1
ACNIELSEN CORP,00483310,004833109,63797,260,USA,ART.2
ACORDIA INC,00492910,004929105,25846,262,USA,ACO.1
ACORN HOLDING CORP -OLD,00498X94,00498X940,17216,264,USA,0183B
ACQUA GROUP INC,00492640,004926408,23498,266,USA,3ACQGE
ACQUIRERS FUND ETF (THE),26922A26,26922A263,35214,267,USA,ZIG
ACQUA GROUP INC,00492640,004926408,23498,266,USA,3ACQGE
ACQUA GROUP INC,00492640,004926408,23498,266,USA,3ACQGE
ACQUIRERS FUND ETF (THE),26922A26,26922A263,35214,267,USA,ZIG
ACQUIRERS FUND ETF (THE),26922A26,26922A263,35214,267,USA,ZIG
ACR GROUP INC,00087B10,00087B101,21686,268,USA,BRR
ACRODYNE COMMUNICATIONS INC,00500E10,00500E104,31520,272,USA,ACRO
ACRO BIOMEDICAL CO LTD,00489210,004892105,27584,271,USA,ACBM
ACRO BIOMEDICAL CO LTD,00489210,004892105,27584,271,USA,ACBM
ACS ENTERPRISES INC,00087230,000872309,1011,273,USA,ACSE
ACS ENTERPRISES INC,00087230,000872309,1011,273,USA,ACSE
ACS ENTERPRISES INC,00087230,000872309,1011,273,USA,ACSE
ACSYS INC,00087X10,00087X103,66625,274,USA,AYS.
ACT II GLOBAL ACQ CORP,G0080J10,G0080J104,35053,276,USA,ACTT
ACT II GLOBAL ACQ CORP,G0080J10,G0080J104,35053,276,USA,ACTT
ACT INTERNATIONAL INC,00099X93,00099X935,151000,277,USA,0367B
ACT INTERNATIONAL INC,00099X93,00099X935,151000,277,USA,0367B
ACTION AUTO RENTAL,00491010,004910105,13778,284,USA,3AXXN
ACTION STAFFING INC,00491410,004914107,14052,286,USA,8236B
ACTION STAFFING INC,00491410,004914107,14052,286,USA,8236B
ACTION AUTO RENTAL,00491010,004910105,13778,284,USA,3AXXN
ACTION AUTO RENTAL,00491010,004910105,13778,284,USA,3AXXN
ACTIVE HEALTH FOODS INC,00505130,005051305,187742,287,USA,AHFD
ACTION STAFFING INC,00491410,004914107,14052,286,USA,8236B
ACTIVE HEALTH FOODS INC,00505130,005051305,187742,287,USA,AHFD
ACTIVE LINK COMMUNICATIONS,00505W10,00505W109,14414,288,USA,ACVE
ACTIVE NETWORK INC,00506D10,00506D100,160281,289,USA,ACTV
ACTRADE FINL TECHNOLGIES LTD,00507P10,00507P102,22843,297,USA,ACRTQ
ACTRADE FINL TECHNOLGIES LTD,00507P10,00507P102,22843,297,USA,ACRTQ
ACTRADE FINL TECHNOLGIES LTD,00507P10,00507P102,22843,297,USA,ACRTQ
ACUITY CIMATRIX INC,77107430,771074309,9191,302,USA,RVSIQ
ACUITY CIMATRIX INC,77107430,771074309,9191,302,USA,RVSIQ
ACUITY IMAGING INC,00508110,005081104,1896,303,USA,ACUT
ACUITY IMAGING INC,00508110,005081104,1896,303,USA,ACUT
ACUITY CIMATRIX INC,77107430,771074309,9191,302,USA,RVSIQ
ACUITY IMAGING INC,00508110,005081104,1896,303,USA,ACUT
ACUSON CORP,00511310,005113105,12570,306,USA,ACN.2
ADACORP INC,00531520,005315205,1116,309,USA,ADAI20
ADAL GROUP INC,00547310,005473103,13537,310,USA,ADGR
ADACORP INC,00531520,005315205,1116,309,USA,ADAI20
ADAMS DIVERSIFIED EQUITY FD,00621210,006212104,1119,313,USA,ADX
ADACORP INC,00531520,005315205,1116,309,USA,ADAI20
ADAMAS PHARMACEUTICALS INC,00548A10,00548A106,20042,311,USA,ADMS
ADAL GROUP INC,00547310,005473103,13537,310,USA,ADGR
ADAMS NATURAL RESOURCES FUND,00548F10,00548F105,14753,315,USA,PEO
ADAMS OUTDOOR ADVERTSG  -LP,00634893,006348932,64771,316,USA,3185B
ADAMS RESOURCES & ENERGY INC,00635130,006351308,1121,317,USA,AE
ADAMS RESPIRATORY THERAPTCS,00635P10,00635P107,163628,318,USA,ARXT
ADAMS OUTDOOR ADVERTSG  -LP,00634893,006348932,64771,316,USA,3185B
ADAMS OUTDOOR ADVERTSG  -LP,00634893,006348932,64771,316,USA,3185B
ADAMS RESPIRATORY THERAPTCS,00635P10,00635P107,163628,318,USA,ARXT
ADAMS RESPIRATORY THERAPTCS,00635P10,00635P107,163628,318,USA,ARXT
ADAPTHEALTH CORP,00653Q10,00653Q102,35852,319,USA,AHCO
